id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
810,2025-12-02,70-79,Prefiero no decirlo,Puerto Colombia,Profesional,Smartphone,Tablet,Datos moviles,1,Neutral,A veces,"Correo, YouTube, WhatsApp",Mensajes,"No entiende botones, Miedo a danar celular",Dañar celular,Tal vez,Poco util,"WhatsApp, Redes sociales",WhatsApp,"Miercoles, Viernes",Noche,1 vez,45 min,40+,Alcaldia,Indiferente,Audicion,Solo si es gratis,Familia,No
811,2025-12-10,60-69,Masculino,Barranquilla,Profesional,Smartphone,Celular,WiFi,3,Incomodo,Rara vez,"WhatsApp, Ninguna, Banca",Videos,Olvida contrasenas,Perder dinero,No,Poco util,"Salud, WhatsApp, Gobierno",Redes sociales,"Miercoles, Lunes, Jueves","Tarde, Noche",Depende,1.5 horas,11-20,Alcaldia,Grupo pequeno,Motricidad,Si,Familia,No
812,2025-12-09,50-59,Masculino,Soledad,Profesional,Celular basico,Ninguno,WiFi,1,Incomodo,Rara vez,WhatsApp,Mensajes,"No entiende botones, Olvida contrasenas",No entender,No,No me interesa,"Banca, Gobierno",Mapas,Sabado,"Noche, Manana",3 veces o mas,30 min,11-20,Barrio,Grupo grande,Vista,No,Fundacion,No
813,2025-12-13,80+,Femenino,Soledad,Bachillerato,No tiene,Tablet,Datos moviles,5,Muy comodo,A veces,"Correo, Banca",Tramites,"Miedo a danar celular, No sabe descargar apps",Estafas,Tal vez,Util,"Compras, Correo",Mapas,"Miercoles, Sabado, Viernes",Manana,2 veces,45 min,21-40,Biblioteca,Grupo grande,Ninguna,Solo si es gratis,Fundacion,Si
814,2025-11-21,40-49,Femenino,Galapa,Bachillerato,Celular basico,Celular,Datos moviles,3,Muy incomodo,Rara vez,WhatsApp,No lo usa,No sabe descargar apps,No entender,No,Muy util,"Banca, Correo",Banca,"Viernes, Jueves, Lunes","Manana, Noche",3 veces o mas,1.5 horas,0-10,Barrio,Individual,Ninguna,Solo si es gratis,Universidad,No
815,2025-11-17,70-79,Prefiero no decirlo,Puerto Colombia,Bachillerato,Celular basico,Ninguno,Datos moviles,5,Muy comodo,Rara vez,"WhatsApp, Ninguna",Videos,Olvida contrasenas,Estafas,Si,Muy util,"Banca, WhatsApp, Correo",Redes sociales,Miercoles,Tarde,1 vez,45 min,11-20,Universidad,Individual,Memoria,Solo si es gratis,Alcaldia,No
816,2025-12-05,70-79,Femenino,Puerto Colombia,Tecnico/Tecnologo,Celular basico,Celular,No tiene,3,Muy incomodo,Todos los dias,"WhatsApp, Google Maps","Tramites, Mensajes",No entiende botones,Perder dinero,Si,Poco util,"Compras, Google Maps",Mapas,"Martes, Sabado","Tarde, Noche",3 veces o mas,30 min,40+,Universidad,Individual,Audicion,Si,Fundacion,No
817,2025-12-06,80+,Prefiero no decirlo,Puerto Colombia,Ninguno,No tiene,Ninguno,WiFi,5,Incomodo,Rara vez,"WhatsApp, YouTube, Correo","Llamadas, Mensajes","Olvida contrasenas, No entiende botones",Estafas,Tal vez,Muy util,Google Maps,Salud,"Miercoles, Martes",Noche,1 vez,1 hora,40+,Alcaldia,Grupo pequeno,Vista,Solo si es gratis,Alcaldia,Si
818,2025-12-14,80+,Prefiero no decirlo,Galapa,Tecnico/Tecnologo,Celular basico,Ninguno,WiFi,2,Neutral,Rara vez,"WhatsApp, Correo","Llamadas, No lo usa","No sabe descargar apps, Olvida contrasenas",Ninguno,Tal vez,No me interesa,"Correo, Gobierno, Salud",Redes sociales,"Viernes, Sabado, Miercoles","Noche, Manana",Depende,30 min,11-20,Alcaldia,Individual,Vista,Si,Fundacion,No
819,2025-12-14,40-49,Masculino,Galapa,Bachillerato,No tiene,Ninguno,Datos moviles,5,Neutral,Rara vez,WhatsApp,"Tramites, Llamadas",No entiende botones,No entender,Si,No me interesa,WhatsApp,Mapas,"Lunes, Martes, Sabado","Tarde, Noche",1 vez,1 hora,21-40,Alcaldia,Indiferente,Motricidad,Si,Universidad,Si
820,2025-11-23,80+,Masculino,Puerto Colombia,Profesional,No tiene,Computador,Datos moviles,2,Incomodo,Nunca,"Ninguna, WhatsApp",No lo usa,Olvida contrasenas,Perder dinero,Si,Muy util,"Google Maps, Salud",Redes sociales,"Miercoles, Martes","Noche, Manana",Depende,1.5 horas,11-20,Barrio,Indiferente,Audicion,Solo si es gratis,Empresa privada,No
821,2025-11-22,50-59,Masculino,Puerto Colombia,Profesional,No tiene,Tablet,WiFi,5,Neutral,Todos los dias,"Ninguna, YouTube",Mapas,"Ninguna, No sabe descargar apps",Estafas,Tal vez,Muy util,Correo,Correo,Lunes,"Noche, Tarde",Depende,30 min,40+,Barrio,Grupo grande,Motricidad,Solo si es gratis,Alcaldia,No
822,2025-11-17,50-59,Masculino,Galapa,Ninguno,Smartphone,Celular,No tiene,1,Comodo,Rara vez,"WhatsApp, Correo",Videos,"No sabe descargar apps, Olvida contrasenas",No entender,Si,No me interesa,Banca,Mapas,"Sabado, Miercoles, Viernes","Manana, Noche",2 veces,1 hora,11-20,Alcaldia,Individual,Ninguna,No,Fundacion,Si
823,2025-12-03,60-69,Femenino,Puerto Colombia,Primaria,Celular basico,Celular,No tiene,2,Comodo,Nunca,WhatsApp,Llamadas,No entiende botones,Dañar celular,Tal vez,Muy util,"Banca, Compras",Correo,"Martes, Viernes","Tarde, Manana",2 veces,30 min,11-20,Barrio,Individual,Ninguna,Solo si es gratis,Universidad,Si
824,2025-11-28,60-69,Prefiero no decirlo,Galapa,Ninguno,No tiene,Celular,No tiene,5,Comodo,Todos los dias,YouTube,Llamadas,Olvida contrasenas,Dañar celular,No,Muy util,"Gobierno, Redes sociales",Banca,"Jueves, Miercoles, Viernes","Manana, Noche",2 veces,30 min,11-20,Biblioteca,Individual,Memoria,Si,Alcaldia,No
825,2025-11-18,60-69,Femenino,Galapa,Profesional,Smartphone,Tablet,WiFi,2,Incomodo,Todos los dias,"WhatsApp, Correo",Mapas,Olvida contrasenas,Ninguno,No,Muy util,"Gobierno, Salud",Mapas,Martes,Manana,1 vez,45 min,11-20,Universidad,Grupo pequeno,Ninguna,Si,Fundacion,No
826,2025-11-15,40-49,Femenino,Galapa,Ninguno,Smartphone,Ninguno,No tiene,3,Muy comodo,A veces,YouTube,"Mensajes, Tramites","Olvida contrasenas, Ninguna",Dañar celular,No,Poco util,Compras,Redes sociales,"Viernes, Jueves, Lunes",Manana,3 veces o mas,45 min,11-20,Barrio,Indiferente,Motricidad,Si,Familia,Si
827,2025-12-04,80+,Masculino,Galapa,Primaria,Celular basico,Computador,No tiene,3,Muy comodo,Nunca,"Correo, YouTube, Ninguna","Tramites, Llamadas",Olvida contrasenas,Ninguno,Si,Util,Correo,Salud,Jueves,Manana,Depende,45 min,40+,Alcaldia,Individual,Audicion,Si,Universidad,No
828,2025-11-28,60-69,Femenino,Puerto Colombia,Primaria,Smartphone,Computador,Datos moviles,5,Muy comodo,Todos los dias,"YouTube, Correo",Tramites,"No sabe descargar apps, Olvida contrasenas",Dañar celular,Si,Util,"Gobierno, Google Maps",Redes sociales,Lunes,Tarde,2 veces,1.5 horas,40+,Barrio,Grupo pequeno,Ninguna,No,Universidad,No
829,2025-12-02,70-79,Masculino,Barranquilla,Primaria,Smartphone,Computador,No tiene,3,Incomodo,Rara vez,WhatsApp,Tramites,Olvida contrasenas,No entender,Si,Muy util,"Google Maps, Correo, Banca",Redes sociales,"Sabado, Viernes",Noche,Depende,45 min,11-20,Barrio,Individual,Memoria,Solo si es gratis,Familia,Si
830,2025-12-12,50-59,Prefiero no decirlo,Galapa,Bachillerato,No tiene,Ninguno,Datos moviles,3,Muy comodo,A veces,YouTube,Mapas,No entiende botones,Estafas,No,No me interesa,Correo,Banca,"Jueves, Miercoles, Lunes","Noche, Manana",Depende,1.5 horas,11-20,Alcaldia,Grupo grande,Vista,Si,Familia,No
831,2025-12-03,60-69,Femenino,Barranquilla,Primaria,Celular basico,Celular,WiFi,5,Muy incomodo,A veces,"Banca, Google Maps, YouTube",Mapas,Miedo a danar celular,Estafas,Si,Util,"WhatsApp, Salud",Banca,Martes,"Manana, Noche",2 veces,30 min,11-20,Universidad,Grupo pequeno,Motricidad,Si,Fundacion,No
832,2025-11-19,50-59,Prefiero no decirlo,Barranquilla,Profesional,No tiene,Tablet,No tiene,1,Muy comodo,Nunca,"Ninguna, Correo",Llamadas,"No sabe descargar apps, Ninguna",Ninguno,Tal vez,Poco util,Salud,Banca,Miercoles,"Tarde, Noche",1 vez,30 min,40+,Barrio,Indiferente,Memoria,No,Familia,No
833,2025-12-14,40-49,Prefiero no decirlo,Puerto Colombia,Tecnico/Tecnologo,Celular basico,Computador,No tiene,1,Muy incomodo,A veces,"Ninguna, WhatsApp, Correo","Videos, Mensajes","Miedo a danar celular, No entiende botones",Ninguno,Si,Poco util,Banca,Mapas,Miercoles,Noche,Depende,1.5 horas,0-10,Biblioteca,Individual,Motricidad,Si,Empresa privada,No
834,2025-12-09,50-59,Prefiero no decirlo,Soledad,Bachillerato,No tiene,Celular,Datos moviles,5,Muy comodo,Rara vez,"Ninguna, Correo","Mensajes, Videos","No entiende botones, Olvida contrasenas",No entender,Tal vez,Util,"Salud, Correo",Mapas,Lunes,Manana,3 veces o mas,45 min,21-40,Universidad,Indiferente,Audicion,No,Fundacion,Si
835,2025-12-02,40-49,Femenino,Barranquilla,Profesional,Celular basico,Celular,WiFi,1,Neutral,A veces,"Banca, WhatsApp, Correo",Tramites,"No entiende botones, Olvida contrasenas",Perder dinero,Si,Util,"Redes sociales, Gobierno",Mapas,"Sabado, Miercoles, Martes",Tarde,3 veces o mas,1.5 horas,40+,Universidad,Indiferente,Memoria,Solo si es gratis,Familia,Si
836,2025-12-11,50-59,Masculino,Puerto Colombia,Ninguno,Smartphone,Celular,No tiene,3,Neutral,Todos los dias,"YouTube, Correo","Videos, Llamadas",No sabe descargar apps,Estafas,No,Poco util,"Gobierno, WhatsApp, Compras",Mapas,"Martes, Sabado, Lunes",Manana,Depende,1.5 horas,0-10,Barrio,Grupo pequeno,Motricidad,No,Fundacion,Si
837,2025-12-10,80+,Prefiero no decirlo,Puerto Colombia,Ninguno,No tiene,Tablet,WiFi,4,Neutral,Todos los dias,Ninguna,No lo usa,Ninguna,Ninguno,No,No me interesa,"Google Maps, Salud, WhatsApp",Redes sociales,"Sabado, Jueves",Manana,2 veces,1.5 horas,21-40,Biblioteca,Grupo grande,Ninguna,Solo si es gratis,Familia,No
838,2025-11-28,40-49,Prefiero no decirlo,Malambo,Bachillerato,No tiene,Ninguno,Datos moviles,2,Muy incomodo,Nunca,"WhatsApp, Correo, YouTube","Tramites, Videos","Olvida contrasenas, Ninguna",No entender,No,Poco util,"Correo, WhatsApp",WhatsApp,"Jueves, Viernes",Noche,Depende,45 min,40+,Universidad,Grupo grande,Audicion,No,Fundacion,No
839,2025-11-26,40-49,Prefiero no decirlo,Galapa,Primaria,No tiene,Computador,WiFi,3,Muy comodo,Rara vez,"Banca, Google Maps, WhatsApp","Tramites, No lo usa","Olvida contrasenas, Ninguna",No entender,No,Util,"Gobierno, Google Maps, Salud",Redes sociales,"Lunes, Jueves, Viernes","Manana, Tarde",1 vez,1.5 horas,11-20,Barrio,Indiferente,Vista,Solo si es gratis,Fundacion,No
840,2025-11-14,70-79,Femenino,Soledad,Tecnico/Tecnologo,No tiene,Celular,No tiene,1,Comodo,Rara vez,"Banca, YouTube",Mensajes,Ninguna,Dañar celular,Tal vez,Muy util,Salud,Salud,"Viernes, Sabado, Miercoles",Noche,3 veces o mas,30 min,11-20,Biblioteca,Individual,Audicion,Solo si es gratis,Fundacion,No
841,2025-12-08,50-59,Masculino,Soledad,Tecnico/Tecnologo,No tiene,Computador,WiFi,3,Muy comodo,Todos los dias,Google Maps,Mensajes,Miedo a danar celular,Perder dinero,Tal vez,No me interesa,"Banca, Google Maps",Salud,"Miercoles, Lunes, Martes","Tarde, Noche",3 veces o mas,1.5 horas,0-10,Biblioteca,Individual,Vista,No,Alcaldia,No
842,2025-12-06,40-49,Femenino,Galapa,Tecnico/Tecnologo,Celular basico,Computador,No tiene,3,Comodo,Todos los dias,YouTube,Tramites,Ninguna,Estafas,No,Util,"WhatsApp, Compras",Salud,"Lunes, Jueves","Manana, Noche",2 veces,45 min,11-20,Barrio,Grupo grande,Memoria,No,Empresa privada,No
843,2025-11-27,60-69,Femenino,Barranquilla,Tecnico/Tecnologo,Celular basico,Computador,Datos moviles,3,Muy comodo,A veces,YouTube,"Mensajes, Videos","No entiende botones, No sabe descargar apps",No entender,Tal vez,Poco util,Salud,Redes sociales,Jueves,"Manana, Noche",3 veces o mas,1.5 horas,0-10,Barrio,Grupo pequeno,Audicion,No,Familia,No
844,2025-11-21,50-59,Masculino,Puerto Colombia,Primaria,Smartphone,Tablet,WiFi,1,Muy comodo,Todos los dias,"Google Maps, WhatsApp","Llamadas, Mapas",No sabe descargar apps,No entender,Si,Muy util,"Banca, Gobierno",WhatsApp,Martes,Tarde,3 veces o mas,30 min,40+,Alcaldia,Indiferente,Audicion,Si,Fundacion,Si
845,2025-11-21,40-49,Prefiero no decirlo,Soledad,Bachillerato,No tiene,Tablet,No tiene,1,Muy comodo,Rara vez,"Correo, Banca, YouTube",Llamadas,"Miedo a danar celular, No entiende botones",No entender,Si,Util,Compras,WhatsApp,Viernes,Manana,2 veces,1.5 horas,40+,Universidad,Grupo pequeno,Memoria,Si,Empresa privada,No
846,2025-11-25,80+,Masculino,Galapa,Ninguno,No tiene,Ninguno,WiFi,5,Incomodo,Nunca,"YouTube, Ninguna",No lo usa,No entiende botones,Perder dinero,Tal vez,Muy util,"Correo, Salud",Redes sociales,"Miercoles, Viernes","Manana, Tarde",Depende,1.5 horas,0-10,Alcaldia,Individual,Memoria,No,Fundacion,Si
847,2025-11-22,60-69,Masculino,Soledad,Tecnico/Tecnologo,Celular basico,Tablet,Datos moviles,5,Comodo,A veces,"Correo, Banca","Llamadas, Mapas",Ninguna,Dañar celular,Tal vez,Poco util,"Gobierno, Salud",WhatsApp,"Lunes, Martes","Manana, Tarde",2 veces,1.5 horas,0-10,Biblioteca,Grupo pequeno,Memoria,Solo si es gratis,Alcaldia,No
848,2025-12-06,40-49,Masculino,Barranquilla,Primaria,Celular basico,Tablet,Datos moviles,1,Muy comodo,Todos los dias,Google Maps,"No lo usa, Mapas",Miedo a danar celular,Estafas,No,No me interesa,"Correo, Salud",Correo,"Sabado, Lunes",Tarde,2 veces,30 min,11-20,Universidad,Grupo pequeno,Ninguna,Solo si es gratis,Empresa privada,Si
849,2025-12-03,60-69,Femenino,Galapa,Primaria,Smartphone,Celular,No tiene,5,Neutral,Nunca,"Correo, WhatsApp, Banca","Llamadas, Tramites","No sabe descargar apps, No entiende botones",Dañar celular,Si,Muy util,"Gobierno, Redes sociales",WhatsApp,"Lunes, Jueves, Miercoles",Tarde,2 veces,45 min,40+,Universidad,Indiferente,Ninguna,No,Fundacion,Si
850,2025-11-24,60-69,Masculino,Barranquilla,Primaria,Celular basico,Celular,WiFi,1,Muy comodo,Nunca,Ninguna,"Llamadas, No lo usa","Ninguna, Olvida contrasenas",Estafas,No,Util,Redes sociales,WhatsApp,Miercoles,"Noche, Tarde",2 veces,45 min,11-20,Barrio,Individual,Vista,Solo si es gratis,Universidad,No
851,2025-12-03,80+,Prefiero no decirlo,Galapa,Tecnico/Tecnologo,No tiene,Ninguno,No tiene,3,Incomodo,Todos los dias,"Banca, Correo","Videos, Mensajes","Miedo a danar celular, No sabe descargar apps",Ninguno,No,Poco util,"Google Maps, WhatsApp, Gobierno",WhatsApp,"Miercoles, Lunes","Noche, Manana",Depende,1 hora,0-10,Universidad,Individual,Audicion,Si,Fundacion,Si
852,2025-11-17,70-79,Masculino,Galapa,Ninguno,No tiene,Ninguno,Datos moviles,5,Muy incomodo,Todos los dias,Banca,"Videos, Mapas",No sabe descargar apps,Dañar celular,No,Muy util,"Correo, Gobierno",Redes sociales,"Viernes, Sabado",Tarde,3 veces o mas,30 min,0-10,Biblioteca,Grupo grande,Ninguna,No,Universidad,No
853,2025-11-21,40-49,Prefiero no decirlo,Malambo,Profesional,Celular basico,Computador,Datos moviles,1,Muy comodo,Todos los dias,YouTube,"Videos, Mensajes","Miedo a danar celular, No sabe descargar apps",Ninguno,Si,Muy util,Banca,Redes sociales,Sabado,"Noche, Manana",3 veces o mas,1.5 horas,40+,Universidad,Grupo pequeno,Audicion,Si,Universidad,No
854,2025-11-18,80+,Masculino,Barranquilla,Ninguno,No tiene,Tablet,WiFi,4,Incomodo,A veces,"Banca, WhatsApp, Ninguna",Mensajes,"Olvida contrasenas, Miedo a danar celular",Dañar celular,No,No me interesa,"Google Maps, WhatsApp, Gobierno",Mapas,"Viernes, Martes","Noche, Manana",2 veces,30 min,21-40,Alcaldia,Grupo grande,Ninguna,Solo si es gratis,Familia,No
855,2025-11-30,60-69,Masculino,Barranquilla,Tecnico/Tecnologo,Smartphone,Tablet,Datos moviles,1,Comodo,A veces,"Correo, YouTube, WhatsApp","Mapas, Llamadas","Miedo a danar celular, No sabe descargar apps",Dañar celular,No,Muy util,"Redes sociales, Compras",Banca,"Martes, Jueves, Viernes","Noche, Tarde",Depende,1.5 horas,21-40,Universidad,Grupo grande,Motricidad,Solo si es gratis,Empresa privada,No
856,2025-11-20,60-69,Femenino,Soledad,Tecnico/Tecnologo,Smartphone,Celular,No tiene,2,Muy comodo,Rara vez,"WhatsApp, Google Maps","Mensajes, Mapas","No entiende botones, Miedo a danar celular",Dañar celular,Tal vez,Util,"WhatsApp, Gobierno, Banca",Mapas,"Miercoles, Sabado, Jueves",Tarde,3 veces o mas,1.5 horas,0-10,Barrio,Grupo grande,Memoria,Solo si es gratis,Fundacion,Si
857,2025-11-22,50-59,Prefiero no decirlo,Soledad,Primaria,Celular basico,Celular,No tiene,4,Neutral,A veces,"WhatsApp, Google Maps, YouTube",Mapas,Miedo a danar celular,Perder dinero,Tal vez,Poco util,Salud,WhatsApp,Jueves,Noche,Depende,30 min,40+,Biblioteca,Grupo grande,Motricidad,No,Empresa privada,No
858,2025-12-08,40-49,Femenino,Soledad,Primaria,Smartphone,Celular,Datos moviles,5,Incomodo,Todos los dias,"WhatsApp, Correo, Banca",Videos,"Olvida contrasenas, Ninguna",Ninguno,Tal vez,No me interesa,Redes sociales,Salud,"Sabado, Miercoles",Noche,1 vez,45 min,11-20,Universidad,Grupo pequeno,Vista,Si,Familia,No
859,2025-12-01,80+,Femenino,Malambo,Ninguno,Celular basico,Ninguno,No tiene,5,Muy comodo,A veces,Banca,No lo usa,"No sabe descargar apps, No entiende botones",Dañar celular,Si,Muy util,Banca,Redes sociales,Sabado,Noche,Depende,30 min,11-20,Biblioteca,Grupo pequeno,Vista,Si,Fundacion,No
860,2025-11-28,70-79,Masculino,Soledad,Profesional,No tiene,Ninguno,No tiene,4,Incomodo,Todos los dias,"Ninguna, Google Maps, YouTube","Mensajes, Tramites","No sabe descargar apps, No entiende botones",Perder dinero,Si,Muy util,"Gobierno, Salud, Correo",Banca,"Jueves, Lunes",Tarde,2 veces,45 min,11-20,Universidad,Grupo grande,Motricidad,No,Universidad,No
861,2025-11-16,70-79,Femenino,Soledad,Bachillerato,Celular basico,Ninguno,No tiene,1,Muy incomodo,A veces,"YouTube, Google Maps","No lo usa, Tramites","Miedo a danar celular, No entiende botones",Perder dinero,Tal vez,Util,"Google Maps, Banca, Correo",Mapas,"Lunes, Miercoles",Tarde,1 vez,45 min,21-40,Universidad,Grupo grande,Motricidad,No,Familia,Si
862,2025-11-26,70-79,Masculino,Barranquilla,Tecnico/Tecnologo,Smartphone,Celular,Datos moviles,4,Muy comodo,Nunca,"Banca, Correo","Mapas, No lo usa",Ninguna,No entender,Tal vez,No me interesa,"WhatsApp, Google Maps, Compras",Correo,"Miercoles, Jueves, Viernes",Manana,2 veces,45 min,0-10,Biblioteca,Grupo grande,Ninguna,Solo si es gratis,Empresa privada,No
863,2025-11-27,70-79,Prefiero no decirlo,Galapa,Primaria,Smartphone,Ninguno,WiFi,2,Muy comodo,A veces,"Banca, Ninguna","Mensajes, Mapas","No entiende botones, No sabe descargar apps",No entender,Si,Poco util,WhatsApp,WhatsApp,Sabado,Manana,2 veces,30 min,0-10,Biblioteca,Indiferente,Vista,No,Universidad,Si
864,2025-12-07,60-69,Masculino,Puerto Colombia,Ninguno,Smartphone,Computador,No tiene,1,Muy incomodo,Nunca,Google Maps,Mensajes,"Olvida contrasenas, Miedo a danar celular",Dañar celular,Tal vez,No me interesa,Google Maps,Redes sociales,"Jueves, Sabado, Martes","Manana, Tarde",Depende,1 hora,40+,Universidad,Indiferente,Ninguna,Solo si es gratis,Empresa privada,No
865,2025-11-14,70-79,Masculino,Puerto Colombia,Tecnico/Tecnologo,No tiene,Computador,Datos moviles,1,Neutral,A veces,"YouTube, Correo, Ninguna",Mapas,Olvida contrasenas,Ninguno,Tal vez,Poco util,Salud,Correo,"Martes, Miercoles",Noche,3 veces o mas,45 min,0-10,Alcaldia,Grupo pequeno,Vista,No,Empresa privada,Si
866,2025-11-17,40-49,Prefiero no decirlo,Soledad,Primaria,Celular basico,Computador,Datos moviles,3,Neutral,A veces,WhatsApp,Llamadas,No sabe descargar apps,No entender,No,Poco util,"Salud, WhatsApp",Correo,"Viernes, Martes, Miercoles",Manana,3 veces o mas,45 min,11-20,Barrio,Grupo pequeno,Motricidad,No,Alcaldia,Si
867,2025-11-26,50-59,Masculino,Soledad,Tecnico/Tecnologo,No tiene,Celular,No tiene,3,Muy incomodo,Rara vez,"WhatsApp, Banca, Ninguna","No lo usa, Mensajes","No sabe descargar apps, Olvida contrasenas",Ninguno,No,Muy util,"WhatsApp, Google Maps, Salud",Correo,"Lunes, Martes",Manana,3 veces o mas,1 hora,40+,Barrio,Individual,Ninguna,Solo si es gratis,Alcaldia,Si
868,2025-12-08,60-69,Prefiero no decirlo,Soledad,Tecnico/Tecnologo,No tiene,Computador,Datos moviles,1,Incomodo,Rara vez,"Ninguna, Banca, Correo",Mapas,"Ninguna, No sabe descargar apps",Estafas,Si,No me interesa,Correo,Banca,Lunes,Manana,2 veces,30 min,11-20,Barrio,Grupo pequeno,Vista,Si,Empresa privada,No
869,2025-11-27,40-49,Femenino,Puerto Colombia,Ninguno,No tiene,Celular,No tiene,5,Muy comodo,Nunca,"Correo, Ninguna, Google Maps","Mensajes, No lo usa",Ninguna,Estafas,No,Muy util,"Google Maps, WhatsApp, Redes sociales",Banca,Miercoles,"Noche, Manana",1 vez,1.5 horas,11-20,Biblioteca,Indiferente,Memoria,No,Alcaldia,No
870,2025-11-15,40-49,Masculino,Barranquilla,Primaria,No tiene,Tablet,No tiene,5,Muy comodo,Nunca,"WhatsApp, Banca, Correo","Llamadas, Videos",No entiende botones,Perder dinero,No,Util,WhatsApp,Banca,"Miercoles, Viernes","Tarde, Manana",Depende,30 min,21-40,Alcaldia,Indiferente,Motricidad,Si,Fundacion,No
871,2025-12-03,50-59,Masculino,Galapa,Bachillerato,Smartphone,Celular,Datos moviles,2,Muy incomodo,Todos los dias,YouTube,"No lo usa, Tramites",No entiende botones,Estafas,Tal vez,No me interesa,Salud,Correo,"Jueves, Martes, Lunes","Tarde, Noche",1 vez,30 min,21-40,Universidad,Indiferente,Ninguna,No,Fundacion,Si
872,2025-11-17,50-59,Femenino,Soledad,Profesional,Smartphone,Celular,Datos moviles,1,Neutral,Nunca,Banca,"Llamadas, Videos",Ninguna,No entender,Si,Util,Salud,Mapas,Lunes,"Tarde, Noche",3 veces o mas,1 hora,11-20,Biblioteca,Grupo pequeno,Memoria,No,Familia,Si
873,2025-11-18,80+,Masculino,Soledad,Bachillerato,No tiene,Computador,No tiene,2,Neutral,A veces,"Google Maps, Ninguna, Banca",Mensajes,Ninguna,No entender,Si,Util,"Google Maps, Compras",Banca,"Jueves, Viernes",Noche,Depende,45 min,40+,Biblioteca,Grupo pequeno,Audicion,Solo si es gratis,Alcaldia,Si
874,2025-12-06,50-59,Masculino,Malambo,Profesional,Celular basico,Computador,Datos moviles,4,Neutral,Todos los dias,"Correo, Google Maps, WhatsApp","Mensajes, Mapas",Miedo a danar celular,Estafas,Tal vez,Util,Gobierno,Mapas,"Martes, Viernes","Tarde, Noche",1 vez,30 min,21-40,Universidad,Grupo grande,Vista,Solo si es gratis,Alcaldia,Si
875,2025-11-21,60-69,Masculino,Barranquilla,Tecnico/Tecnologo,Celular basico,Tablet,No tiene,1,Neutral,Rara vez,"Correo, WhatsApp, Banca","Tramites, Mapas",No entiende botones,Dañar celular,Tal vez,Muy util,Compras,WhatsApp,Viernes,Tarde,1 vez,1 hora,21-40,Universidad,Grupo grande,Memoria,No,Empresa privada,Si
876,2025-11-21,70-79,Prefiero no decirlo,Soledad,Profesional,No tiene,Computador,WiFi,4,Comodo,Nunca,"WhatsApp, YouTube","No lo usa, Videos","Olvida contrasenas, Ninguna",Ninguno,Tal vez,No me interesa,"WhatsApp, Gobierno",Banca,Lunes,Noche,Depende,45 min,11-20,Alcaldia,Grupo pequeno,Audicion,Solo si es gratis,Fundacion,No
877,2025-11-15,60-69,Prefiero no decirlo,Soledad,Primaria,No tiene,Ninguno,No tiene,2,Comodo,Rara vez,"Google Maps, WhatsApp, Ninguna","Llamadas, Tramites",Olvida contrasenas,Estafas,No,Muy util,"Redes sociales, WhatsApp",Correo,Lunes,Tarde,3 veces o mas,30 min,11-20,Universidad,Grupo grande,Ninguna,No,Universidad,No
878,2025-11-18,70-79,Femenino,Barranquilla,Profesional,Smartphone,Ninguno,No tiene,3,Muy comodo,A veces,"WhatsApp, Google Maps, YouTube","Videos, No lo usa","No sabe descargar apps, Olvida contrasenas",Dañar celular,Si,Muy util,"Gobierno, Compras, Redes sociales",Redes sociales,"Jueves, Martes","Tarde, Manana",1 vez,30 min,0-10,Alcaldia,Individual,Memoria,Si,Empresa privada,No
879,2025-11-30,80+,Prefiero no decirlo,Malambo,Tecnico/Tecnologo,No tiene,Tablet,WiFi,3,Muy incomodo,Todos los dias,"YouTube, Banca, Ninguna",Mapas,"Ninguna, No sabe descargar apps",Estafas,No,Muy util,Banca,Salud,Jueves,Manana,3 veces o mas,1 hora,40+,Alcaldia,Individual,Audicion,Si,Empresa privada,No
880,2025-11-27,60-69,Femenino,Malambo,Bachillerato,No tiene,Tablet,Datos moviles,3,Incomodo,Rara vez,"YouTube, Correo, Ninguna","No lo usa, Videos","No sabe descargar apps, No entiende botones",Perder dinero,Si,Util,"Redes sociales, Salud",Mapas,"Jueves, Sabado, Lunes",Tarde,2 veces,30 min,40+,Barrio,Grupo grande,Vista,Solo si es gratis,Alcaldia,No
881,2025-11-21,80+,Femenino,Barranquilla,Profesional,Smartphone,Celular,Datos moviles,4,Neutral,A veces,"Ninguna, WhatsApp",Tramites,No entiende botones,Ninguno,Tal vez,Poco util,"Google Maps, Redes sociales",Mapas,"Martes, Viernes","Noche, Manana",2 veces,1.5 horas,40+,Universidad,Indiferente,Memoria,Si,Alcaldia,No
