id_encuestado,fecha_respuesta,edad_rango,genero,ciudad,nivel_educativo,tipo_celular,dispositivo_principal,acceso_internet,nivel_manejo_celular,comodidad_apps,frecuencia_uso_apps,apps_usadas,uso_principal_celular,dificultades,miedos,interes_clases_presenciales,interes_simuladores,apps_deseadas,app_prioritaria,dias_disponibles,horarios_disponibles,frecuencia_posible_semana,duracion_preferida_clase,tiempo_desplazamiento,lugar_preferido_clases,tipo_clase_preferida,limitaciones,disposicion_pago,entidad_ideal,contacto_interes
775,2025-11-30,80+,Masculino,Galapa,Tecnico/Tecnologo,Smartphone,Tablet,Datos Moviles,3,Comodo,A Veces,Correo,"No Lo Usa,Videos","Miedo A Danar Celular,Olvida Contrasenas",Perder Dinero,Si,Util,"Redes Sociales,Google Maps,Compras",Correo,Sabado,"Tarde,Noche",Depende,1 Hora,0-10,Alcaldia,Indiferente,Vista,Si,Familia,No
776,2025-11-24,40-49,Femenino,Galapa,Bachillerato,Smartphone,Tablet,No Tiene,3,Comodo,Nunca,"Whatsapp,Correo",Videos,"Ninguna,No Sabe Descargar Apps",Estafas,Tal Vez,No Me Interesa,"Gobierno,Redes Sociales,Compras",Banca,"Lunes,Viernes","Noche,Tarde",3 Veces O Mas,30 Min,11-20,Alcaldia,Grupo Grande,Motricidad,Solo Si Es Gratis,Fundacion,Si
777,2025-12-11,70-79,Femenino,Soledad,Ninguno,Celular Basico,Celular,Wifi,1,Comodo,A Veces,"Ninguna,Whatsapp,Banca",Mapas,No Sabe Descargar Apps,No Entender,No,Poco Util,"Whatsapp,Salud,Correo",Salud,"Viernes,Martes,Miercoles","Noche,Manana",Depende,45 Min,0-10,Universidad,Grupo Pequeno,Ninguna,Solo Si Es Gratis,Fundacion,No
778,2025-12-02,50-59,Masculino,Soledad,Profesional,Celular Basico,Tablet,Datos Moviles,3,Muy Comodo,Todos Los Dias,Correo,Mapas,Miedo A Danar Celular,Ninguno,No,Util,"Banca,Gobierno",Banca,"Lunes,Martes",Manana,3 Veces O Mas,45 Min,0-10,Alcaldia,Grupo Grande,Audicion,No,Empresa Privada,Si
779,2025-12-01,70-79,Prefiero No Decirlo,Soledad,Tecnico/Tecnologo,Celular Basico,Ninguno,Datos Moviles,1,Neutral,Nunca,Ninguna,No Lo Usa,No Sabe Descargar Apps,Perder Dinero,Tal Vez,No Me Interesa,"Google Maps,Salud",Whatsapp,"Martes,Miercoles,Sabado","Manana,Tarde",3 Veces O Mas,30 Min,11-20,Alcaldia,Indiferente,Ninguna,Si,Alcaldia,Si
780,2025-11-23,50-59,Femenino,Soledad,Primaria,Celular Basico,Tablet,Datos Moviles,2,Comodo,Nunca,Banca,"No Lo Usa,Tramites",Olvida Contrasenas,Ninguno,Tal Vez,No Me Interesa,"Gobierno,Google Maps",Redes Sociales,"Miercoles,Jueves,Sabado",Manana,3 Veces O Mas,1 Hora,21-40,Universidad,Individual,Vista,Solo Si Es Gratis,Alcaldia,No
781,2025-12-12,50-59,Masculino,Galapa,Bachillerato,No Tiene,Celular,No Tiene,3,Incomodo,Nunca,Banca,No Lo Usa,No Sabe Descargar Apps,No Entender,No,Poco Util,Correo,Salud,Miercoles,"Noche,Manana",2 Veces,30 Min,0-10,Universidad,Grupo Pequeno,Audicion,Si,Empresa Privada,No
782,2025-12-13,40-49,Femenino,Soledad,Profesional,Smartphone,Tablet,Datos Moviles,1,Incomodo,Nunca,"Correo,Ninguna,Google Maps","Mapas,Llamadas",No Sabe Descargar Apps,No Entender,Tal Vez,Muy Util,"Salud,Compras,Gobierno",Salud,Sabado,"Manana,Tarde",Depende,1.5 Horas,0-10,Alcaldia,Grupo Pequeno,Vista,No,Universidad,Si
783,2025-12-05,80+,Prefiero No Decirlo,Puerto Colombia,Profesional,No Tiene,Celular,No Tiene,3,Muy Incomodo,Todos Los Dias,"Youtube,Whatsapp,Ninguna",Mapas,"Olvida Contrasenas,No Sabe Descargar Apps",Dañar Celular,No,No Me Interesa,"Correo,Whatsapp",Correo,"Lunes,Jueves,Sabado","Noche,Manana",1 Vez,1.5 Horas,21-40,Barrio,Indiferente,Vista,Si,Empresa Privada,Si
784,2025-12-04,40-49,Prefiero No Decirlo,Puerto Colombia,Profesional,No Tiene,Celular,Wifi,5,Muy Incomodo,A Veces,"Banca,Whatsapp,Youtube","Tramites,Mensajes","No Sabe Descargar Apps,No Entiende Botones",No Entender,Tal Vez,Util,Redes Sociales,Banca,Viernes,Noche,Depende,45 Min,21-40,Biblioteca,Indiferente,Vista,Si,Universidad,Si
785,2025-12-01,80+,Prefiero No Decirlo,Barranquilla,Ninguno,No Tiene,Ninguno,Datos Moviles,3,Muy Comodo,Nunca,Banca,Mensajes,"Ninguna,Miedo A Danar Celular",Ninguno,Tal Vez,Util,"Banca,Whatsapp,Salud",Mapas,"Martes,Miercoles",Tarde,3 Veces O Mas,1 Hora,21-40,Alcaldia,Grupo Pequeno,Motricidad,Si,Alcaldia,Si
786,2025-11-21,40-49,Masculino,Barranquilla,Primaria,Smartphone,Tablet,Wifi,1,Muy Comodo,A Veces,"Banca,Ninguna","Tramites,No Lo Usa",Miedo A Danar Celular,Dañar Celular,No,No Me Interesa,Gobierno,Salud,Jueves,Manana,1 Vez,1 Hora,40+,Alcaldia,Individual,Ninguna,No,Alcaldia,Si
787,2025-12-06,70-79,Femenino,Malambo,Primaria,Celular Basico,Computador,No Tiene,2,Muy Comodo,A Veces,Youtube,"Mapas,Tramites","No Entiende Botones,No Sabe Descargar Apps",No Entender,Tal Vez,No Me Interesa,"Compras,Gobierno,Whatsapp",Whatsapp,"Miercoles,Martes","Tarde,Noche",2 Veces,30 Min,40+,Biblioteca,Individual,Audicion,Si,Universidad,No
788,2025-11-26,70-79,Prefiero No Decirlo,Galapa,Tecnico/Tecnologo,Celular Basico,Computador,Datos Moviles,1,Muy Incomodo,A Veces,"Google Maps,Banca,Whatsapp","No Lo Usa,Mapas",No Entiende Botones,Ninguno,Si,Poco Util,"Whatsapp,Compras",Mapas,"Martes,Jueves",Tarde,3 Veces O Mas,1 Hora,40+,Alcaldia,Individual,Vista,Si,Alcaldia,No
789,2025-11-14,80+,Masculino,Galapa,Tecnico/Tecnologo,Celular Basico,Computador,Datos Moviles,3,Comodo,A Veces,"Youtube,Banca","Mensajes,No Lo Usa","Ninguna,Miedo A Danar Celular",Dañar Celular,No,Poco Util,"Whatsapp,Compras",Banca,"Lunes,Viernes,Miercoles","Noche,Tarde",Depende,30 Min,40+,Alcaldia,Grupo Pequeno,Memoria,Si,Universidad,Si
790,2025-11-15,70-79,Prefiero No Decirlo,Galapa,Primaria,No Tiene,Ninguno,Datos Moviles,4,Comodo,A Veces,"Whatsapp,Youtube","Mensajes,Mapas",No Sabe Descargar Apps,No Entender,No,Util,"Gobierno,Whatsapp,Redes Sociales",Whatsapp,Jueves,Tarde,1 Vez,45 Min,40+,Biblioteca,Grupo Pequeno,Vista,No,Familia,Si
791,2025-12-05,50-59,Femenino,Soledad,Bachillerato,No Tiene,Tablet,Wifi,2,Incomodo,Rara Vez,"Google Maps,Correo",Mapas,No Sabe Descargar Apps,Ninguno,Tal Vez,Util,"Whatsapp,Salud,Correo",Mapas,"Martes,Sabado,Miercoles","Noche,Tarde",3 Veces O Mas,45 Min,21-40,Barrio,Grupo Pequeno,Ninguna,No,Universidad,No
792,2025-11-22,40-49,Femenino,Galapa,Tecnico/Tecnologo,Celular Basico,Computador,Datos Moviles,5,Comodo,A Veces,Whatsapp,Tramites,Olvida Contrasenas,Perder Dinero,Tal Vez,Poco Util,"Google Maps,Correo",Whatsapp,"Martes,Jueves","Tarde,Manana",3 Veces O Mas,1 Hora,0-10,Alcaldia,Indiferente,Ninguna,Solo Si Es Gratis,Fundacion,No
793,2025-12-14,50-59,Femenino,Soledad,Ninguno,Smartphone,Tablet,Wifi,2,Muy Incomodo,Todos Los Dias,Whatsapp,"Tramites,Mapas","Miedo A Danar Celular,Ninguna",Ninguno,Tal Vez,No Me Interesa,Gobierno,Banca,"Lunes,Miercoles,Martes","Noche,Tarde",Depende,45 Min,0-10,Alcaldia,Indiferente,Motricidad,No,Alcaldia,No
794,2025-12-14,50-59,Femenino,Soledad,Ninguno,No Tiene,Celular,Datos Moviles,1,Muy Incomodo,A Veces,Ninguna,Mensajes,"Olvida Contrasenas,Ninguna",Estafas,Si,Muy Util,Google Maps,Redes Sociales,"Sabado,Lunes,Viernes","Tarde,Noche",3 Veces O Mas,1 Hora,0-10,Alcaldia,Grupo Grande,Ninguna,No,Familia,Si
795,2025-11-23,40-49,Femenino,Malambo,Profesional,Celular Basico,Tablet,Datos Moviles,3,Muy Incomodo,Nunca,"Youtube,Correo","Videos,No Lo Usa",No Entiende Botones,Perder Dinero,No,No Me Interesa,Gobierno,Correo,"Miercoles,Viernes",Manana,1 Vez,1 Hora,40+,Biblioteca,Grupo Pequeno,Ninguna,Si,Fundacion,Si
796,2025-12-01,40-49,Femenino,Malambo,Tecnico/Tecnologo,Celular Basico,Tablet,Wifi,2,Comodo,Todos Los Dias,Google Maps,"Tramites,Llamadas","No Entiende Botones,Ninguna",Dañar Celular,Si,Muy Util,"Compras,Salud,Correo",Salud,"Martes,Lunes,Sabado","Manana,Noche",1 Vez,30 Min,11-20,Universidad,Grupo Pequeno,Audicion,Si,Universidad,No
797,2025-11-18,40-49,Masculino,Puerto Colombia,Bachillerato,Celular Basico,Computador,No Tiene,2,Muy Comodo,Nunca,"Banca,Google Maps","Llamadas,No Lo Usa","Miedo A Danar Celular,No Sabe Descargar Apps",Estafas,Tal Vez,Util,Gobierno,Mapas,"Miercoles,Lunes","Manana,Tarde",Depende,45 Min,40+,Biblioteca,Indiferente,Audicion,No,Familia,Si
798,2025-11-28,80+,Femenino,Barranquilla,Bachillerato,Celular Basico,Ninguno,No Tiene,4,Incomodo,Todos Los Dias,"Correo,Ninguna,Youtube","Videos,Mensajes","Miedo A Danar Celular,Olvida Contrasenas",Dañar Celular,No,No Me Interesa,"Gobierno,Banca,Correo",Salud,"Jueves,Lunes","Tarde,Noche",2 Veces,30 Min,11-20,Barrio,Grupo Pequeno,Motricidad,Solo Si Es Gratis,Alcaldia,No
799,2025-12-10,60-69,Masculino,Puerto Colombia,Profesional,Smartphone,Celular,No Tiene,1,Muy Comodo,A Veces,Banca,Mapas,"No Sabe Descargar Apps,Miedo A Danar Celular",No Entender,Tal Vez,Util,"Google Maps,Salud",Salud,"Sabado,Martes,Viernes","Tarde,Manana",1 Vez,45 Min,40+,Biblioteca,Individual,Ninguna,Si,Empresa Privada,Si
800,2025-11-15,40-49,Prefiero No Decirlo,Malambo,Bachillerato,Celular Basico,Tablet,Wifi,1,Comodo,Rara Vez,Correo,"Llamadas,Videos","Olvida Contrasenas,No Sabe Descargar Apps",Ninguno,Si,Muy Util,"Banca,Correo,Google Maps",Banca,"Martes,Sabado,Miercoles","Tarde,Noche",2 Veces,45 Min,11-20,Universidad,Indiferente,Memoria,Solo Si Es Gratis,Fundacion,No
801,2025-11-19,40-49,Masculino,Soledad,Ninguno,Smartphone,Tablet,Wifi,4,Incomodo,A Veces,"Ninguna,Youtube","Videos,Llamadas",Miedo A Danar Celular,Perder Dinero,No,Muy Util,"Whatsapp,Redes Sociales,Compras",Whatsapp,"Miercoles,Jueves","Manana,Tarde",3 Veces O Mas,45 Min,40+,Alcaldia,Grupo Pequeno,Motricidad,No,Empresa Privada,Si
802,2025-11-22,60-69,Femenino,Soledad,Primaria,Celular Basico,Ninguno,No Tiene,2,Muy Incomodo,Todos Los Dias,"Google Maps,Ninguna",Tramites,Olvida Contrasenas,Perder Dinero,No,No Me Interesa,"Whatsapp,Google Maps,Compras",Banca,"Sabado,Viernes,Martes","Manana,Tarde",2 Veces,1 Hora,40+,Biblioteca,Grupo Pequeno,Ninguna,Si,Universidad,Si
803,2025-12-14,70-79,Femenino,Malambo,Tecnico/Tecnologo,Smartphone,Tablet,Wifi,2,Incomodo,Todos Los Dias,"Whatsapp,Youtube",Videos,"Olvida Contrasenas,No Entiende Botones",Ninguno,No,Poco Util,Gobierno,Banca,Martes,Tarde,1 Vez,1 Hora,0-10,Alcaldia,Individual,Audicion,Si,Universidad,No
804,2025-12-11,40-49,Masculino,Barranquilla,Tecnico/Tecnologo,Celular Basico,Computador,No Tiene,4,Muy Incomodo,A Veces,"Ninguna,Whatsapp,Google Maps",Mensajes,"Olvida Contrasenas,No Sabe Descargar Apps",Dañar Celular,Si,Muy Util,"Google Maps,Gobierno,Compras",Whatsapp,Miercoles,Noche,1 Vez,1.5 Horas,0-10,Barrio,Grupo Pequeno,Motricidad,Si,Empresa Privada,Si
805,2025-11-21,60-69,Prefiero No Decirlo,Malambo,Primaria,No Tiene,Ninguno,Wifi,3,Comodo,A Veces,"Correo,Whatsapp","Mapas,Mensajes",Ninguna,Perder Dinero,Tal Vez,No Me Interesa,Whatsapp,Salud,Sabado,"Manana,Noche",3 Veces O Mas,1.5 Horas,11-20,Universidad,Grupo Pequeno,Vista,Si,Fundacion,No
806,2025-11-14,40-49,Masculino,Barranquilla,Tecnico/Tecnologo,Smartphone,Celular,Datos Moviles,5,Muy Comodo,Todos Los Dias,"Google Maps,Correo,Banca","Llamadas,Videos",Miedo A Danar Celular,No Entender,Si,Muy Util,"Whatsapp,Gobierno,Compras",Whatsapp,"Jueves,Lunes",Noche,2 Veces,45 Min,40+,Barrio,Grupo Pequeno,Vista,No,Fundacion,Si
807,2025-12-02,50-59,Prefiero No Decirlo,Puerto Colombia,Primaria,Celular Basico,Ninguno,No Tiene,5,Neutral,Nunca,"Ninguna,Google Maps,Correo",Videos,Ninguna,No Entender,Tal Vez,No Me Interesa,"Google Maps,Salud,Compras",Banca,"Lunes,Sabado,Jueves",Noche,Depende,45 Min,0-10,Barrio,Grupo Grande,Memoria,Si,Universidad,No
808,2025-12-08,60-69,Masculino,Malambo,Primaria,Celular Basico,Tablet,No Tiene,1,Muy Comodo,Rara Vez,Correo,"Tramites,No Lo Usa","No Entiende Botones,Olvida Contrasenas",Dañar Celular,Tal Vez,Util,"Gobierno,Whatsapp",Mapas,"Jueves,Miercoles",Tarde,Depende,1.5 Horas,40+,Universidad,Individual,Ninguna,No,Fundacion,Si
809,2025-12-12,70-79,Masculino,Malambo,Profesional,Smartphone,Computador,No Tiene,5,Neutral,Todos Los Dias,Google Maps,Llamadas,No Sabe Descargar Apps,Perder Dinero,No,Util,Whatsapp,Banca,"Viernes,Miercoles","Tarde,Manana",2 Veces,1.5 Horas,40+,Alcaldia,Grupo Pequeno,Vista,Solo Si Es Gratis,Universidad,Si
810,2025-12-02,70-79,Prefiero No Decirlo,Puerto Colombia,Profesional,Smartphone,Tablet,Datos Moviles,1,Neutral,A Veces,"Correo,Youtube,Whatsapp",Mensajes,"No Entiende Botones,Miedo A Danar Celular",Dañar Celular,Tal Vez,Poco Util,"Whatsapp,Redes Sociales",Whatsapp,"Miercoles,Viernes",Noche,1 Vez,45 Min,40+,Alcaldia,Indiferente,Audicion,Solo Si Es Gratis,Familia,No
811,2025-12-10,60-69,Masculino,Barranquilla,Profesional,Smartphone,Celular,Wifi,3,Incomodo,Rara Vez,"Whatsapp,Ninguna,Banca",Videos,Olvida Contrasenas,Perder Dinero,No,Poco Util,"Salud,Whatsapp,Gobierno",Redes Sociales,"Miercoles,Lunes,Jueves","Tarde,Noche",Depende,1.5 Horas,11-20,Alcaldia,Grupo Pequeno,Motricidad,Si,Familia,No
812,2025-12-09,50-59,Masculino,Soledad,Profesional,Celular Basico,Ninguno,Wifi,1,Incomodo,Rara Vez,Whatsapp,Mensajes,"No Entiende Botones,Olvida Contrasenas",No Entender,No,No Me Interesa,"Banca,Gobierno",Mapas,Sabado,"Noche,Manana",3 Veces O Mas,30 Min,11-20,Barrio,Grupo Grande,Vista,No,Fundacion,No
813,2025-12-13,80+,Femenino,Soledad,Bachillerato,No Tiene,Tablet,Datos Moviles,5,Muy Comodo,A Veces,"Correo,Banca",Tramites,"Miedo A Danar Celular,No Sabe Descargar Apps",Estafas,Tal Vez,Util,"Compras,Correo",Mapas,"Miercoles,Sabado,Viernes",Manana,2 Veces,45 Min,21-40,Biblioteca,Grupo Grande,Ninguna,Solo Si Es Gratis,Fundacion,Si
814,2025-11-21,40-49,Femenino,Galapa,Bachillerato,Celular Basico,Celular,Datos Moviles,3,Muy Incomodo,Rara Vez,Whatsapp,No Lo Usa,No Sabe Descargar Apps,No Entender,No,Muy Util,"Banca,Correo",Banca,"Viernes,Jueves,Lunes","Manana,Noche",3 Veces O Mas,1.5 Horas,0-10,Barrio,Individual,Ninguna,Solo Si Es Gratis,Universidad,No
815,2025-11-17,70-79,Prefiero No Decirlo,Puerto Colombia,Bachillerato,Celular Basico,Ninguno,Datos Moviles,5,Muy Comodo,Rara Vez,"Whatsapp,Ninguna",Videos,Olvida Contrasenas,Estafas,Si,Muy Util,"Banca,Whatsapp,Correo",Redes Sociales,Miercoles,Tarde,1 Vez,45 Min,11-20,Universidad,Individual,Memoria,Solo Si Es Gratis,Alcaldia,No
816,2025-12-05,70-79,Femenino,Puerto Colombia,Tecnico/Tecnologo,Celular Basico,Celular,No Tiene,3,Muy Incomodo,Todos Los Dias,"Whatsapp,Google Maps","Tramites,Mensajes",No Entiende Botones,Perder Dinero,Si,Poco Util,"Compras,Google Maps",Mapas,"Martes,Sabado","Tarde,Noche",3 Veces O Mas,30 Min,40+,Universidad,Individual,Audicion,Si,Fundacion,No
817,2025-12-06,80+,Prefiero No Decirlo,Puerto Colombia,Ninguno,No Tiene,Ninguno,Wifi,5,Incomodo,Rara Vez,"Whatsapp,Youtube,Correo","Llamadas,Mensajes","Olvida Contrasenas,No Entiende Botones",Estafas,Tal Vez,Muy Util,Google Maps,Salud,"Miercoles,Martes",Noche,1 Vez,1 Hora,40+,Alcaldia,Grupo Pequeno,Vista,Solo Si Es Gratis,Alcaldia,Si
818,2025-12-14,80+,Prefiero No Decirlo,Galapa,Tecnico/Tecnologo,Celular Basico,Ninguno,Wifi,2,Neutral,Rara Vez,"Whatsapp,Correo","Llamadas,No Lo Usa","No Sabe Descargar Apps,Olvida Contrasenas",Ninguno,Tal Vez,No Me Interesa,"Correo,Gobierno,Salud",Redes Sociales,"Viernes,Sabado,Miercoles","Noche,Manana",Depende,30 Min,11-20,Alcaldia,Individual,Vista,Si,Fundacion,No
819,2025-12-14,40-49,Masculino,Galapa,Bachillerato,No Tiene,Ninguno,Datos Moviles,5,Neutral,Rara Vez,Whatsapp,"Tramites,Llamadas",No Entiende Botones,No Entender,Si,No Me Interesa,Whatsapp,Mapas,"Lunes,Martes,Sabado","Tarde,Noche",1 Vez,1 Hora,21-40,Alcaldia,Indiferente,Motricidad,Si,Universidad,Si
820,2025-11-23,80+,Masculino,Puerto Colombia,Profesional,No Tiene,Computador,Datos Moviles,2,Incomodo,Nunca,"Ninguna,Whatsapp",No Lo Usa,Olvida Contrasenas,Perder Dinero,Si,Muy Util,"Google Maps,Salud",Redes Sociales,"Miercoles,Martes","Noche,Manana",Depende,1.5 Horas,11-20,Barrio,Indiferente,Audicion,Solo Si Es Gratis,Empresa Privada,No
821,2025-11-22,50-59,Masculino,Puerto Colombia,Profesional,No Tiene,Tablet,Wifi,5,Neutral,Todos Los Dias,"Ninguna,Youtube",Mapas,"Ninguna,No Sabe Descargar Apps",Estafas,Tal Vez,Muy Util,Correo,Correo,Lunes,"Noche,Tarde",Depende,30 Min,40+,Barrio,Grupo Grande,Motricidad,Solo Si Es Gratis,Alcaldia,No
822,2025-11-17,50-59,Masculino,Galapa,Ninguno,Smartphone,Celular,No Tiene,1,Comodo,Rara Vez,"Whatsapp,Correo",Videos,"No Sabe Descargar Apps,Olvida Contrasenas",No Entender,Si,No Me Interesa,Banca,Mapas,"Sabado,Miercoles,Viernes","Manana,Noche",2 Veces,1 Hora,11-20,Alcaldia,Individual,Ninguna,No,Fundacion,Si
823,2025-12-03,60-69,Femenino,Puerto Colombia,Primaria,Celular Basico,Celular,No Tiene,2,Comodo,Nunca,Whatsapp,Llamadas,No Entiende Botones,Dañar Celular,Tal Vez,Muy Util,"Banca,Compras",Correo,"Martes,Viernes","Tarde,Manana",2 Veces,30 Min,11-20,Barrio,Individual,Ninguna,Solo Si Es Gratis,Universidad,Si
824,2025-11-28,60-69,Prefiero No Decirlo,Galapa,Ninguno,No Tiene,Celular,No Tiene,5,Comodo,Todos Los Dias,Youtube,Llamadas,Olvida Contrasenas,Dañar Celular,No,Muy Util,"Gobierno,Redes Sociales",Banca,"Jueves,Miercoles,Viernes","Manana,Noche",2 Veces,30 Min,11-20,Biblioteca,Individual,Memoria,Si,Alcaldia,No
825,2025-11-18,60-69,Femenino,Galapa,Profesional,Smartphone,Tablet,Wifi,2,Incomodo,Todos Los Dias,"Whatsapp,Correo",Mapas,Olvida Contrasenas,Ninguno,No,Muy Util,"Gobierno,Salud",Mapas,Martes,Manana,1 Vez,45 Min,11-20,Universidad,Grupo Pequeno,Ninguna,Si,Fundacion,No
826,2025-11-15,40-49,Femenino,Galapa,Ninguno,Smartphone,Ninguno,No Tiene,3,Muy Comodo,A Veces,Youtube,"Mensajes,Tramites","Olvida Contrasenas,Ninguna",Dañar Celular,No,Poco Util,Compras,Redes Sociales,"Viernes,Jueves,Lunes",Manana,3 Veces O Mas,45 Min,11-20,Barrio,Indiferente,Motricidad,Si,Familia,Si
827,2025-12-04,80+,Masculino,Galapa,Primaria,Celular Basico,Computador,No Tiene,3,Muy Comodo,Nunca,"Correo,Youtube,Ninguna","Tramites,Llamadas",Olvida Contrasenas,Ninguno,Si,Util,Correo,Salud,Jueves,Manana,Depende,45 Min,40+,Alcaldia,Individual,Audicion,Si,Universidad,No
828,2025-11-28,60-69,Femenino,Puerto Colombia,Primaria,Smartphone,Computador,Datos Moviles,5,Muy Comodo,Todos Los Dias,"Youtube,Correo",Tramites,"No Sabe Descargar Apps,Olvida Contrasenas",Dañar Celular,Si,Util,"Gobierno,Google Maps",Redes Sociales,Lunes,Tarde,2 Veces,1.5 Horas,40+,Barrio,Grupo Pequeno,Ninguna,No,Universidad,No
829,2025-12-02,70-79,Masculino,Barranquilla,Primaria,Smartphone,Computador,No Tiene,3,Incomodo,Rara Vez,Whatsapp,Tramites,Olvida Contrasenas,No Entender,Si,Muy Util,"Google Maps,Correo,Banca",Redes Sociales,"Sabado,Viernes",Noche,Depende,45 Min,11-20,Barrio,Individual,Memoria,Solo Si Es Gratis,Familia,Si
830,2025-12-12,50-59,Prefiero No Decirlo,Galapa,Bachillerato,No Tiene,Ninguno,Datos Moviles,3,Muy Comodo,A Veces,Youtube,Mapas,No Entiende Botones,Estafas,No,No Me Interesa,Correo,Banca,"Jueves,Miercoles,Lunes","Noche,Manana",Depende,1.5 Horas,11-20,Alcaldia,Grupo Grande,Vista,Si,Familia,No
831,2025-12-03,60-69,Femenino,Barranquilla,Primaria,Celular Basico,Celular,Wifi,5,Muy Incomodo,A Veces,"Banca,Google Maps,Youtube",Mapas,Miedo A Danar Celular,Estafas,Si,Util,"Whatsapp,Salud",Banca,Martes,"Manana,Noche",2 Veces,30 Min,11-20,Universidad,Grupo Pequeno,Motricidad,Si,Fundacion,No
832,2025-11-19,50-59,Prefiero No Decirlo,Barranquilla,Profesional,No Tiene,Tablet,No Tiene,1,Muy Comodo,Nunca,"Ninguna,Correo",Llamadas,"No Sabe Descargar Apps,Ninguna",Ninguno,Tal Vez,Poco Util,Salud,Banca,Miercoles,"Tarde,Noche",1 Vez,30 Min,40+,Barrio,Indiferente,Memoria,No,Familia,No
833,2025-12-14,40-49,Prefiero No Decirlo,Puerto Colombia,Tecnico/Tecnologo,Celular Basico,Computador,No Tiene,1,Muy Incomodo,A Veces,"Ninguna,Whatsapp,Correo","Videos,Mensajes","Miedo A Danar Celular,No Entiende Botones",Ninguno,Si,Poco Util,Banca,Mapas,Miercoles,Noche,Depende,1.5 Horas,0-10,Biblioteca,Individual,Motricidad,Si,Empresa Privada,No
834,2025-12-09,50-59,Prefiero No Decirlo,Soledad,Bachillerato,No Tiene,Celular,Datos Moviles,5,Muy Comodo,Rara Vez,"Ninguna,Correo","Mensajes,Videos","No Entiende Botones,Olvida Contrasenas",No Entender,Tal Vez,Util,"Salud,Correo",Mapas,Lunes,Manana,3 Veces O Mas,45 Min,21-40,Universidad,Indiferente,Audicion,No,Fundacion,Si
835,2025-12-02,40-49,Femenino,Barranquilla,Profesional,Celular Basico,Celular,Wifi,1,Neutral,A Veces,"Banca,Whatsapp,Correo",Tramites,"No Entiende Botones,Olvida Contrasenas",Perder Dinero,Si,Util,"Redes Sociales,Gobierno",Mapas,"Sabado,Miercoles,Martes",Tarde,3 Veces O Mas,1.5 Horas,40+,Universidad,Indiferente,Memoria,Solo Si Es Gratis,Familia,Si
836,2025-12-11,50-59,Masculino,Puerto Colombia,Ninguno,Smartphone,Celular,No Tiene,3,Neutral,Todos Los Dias,"Youtube,Correo","Videos,Llamadas",No Sabe Descargar Apps,Estafas,No,Poco Util,"Gobierno,Whatsapp,Compras",Mapas,"Martes,Sabado,Lunes",Manana,Depende,1.5 Horas,0-10,Barrio,Grupo Pequeno,Motricidad,No,Fundacion,Si
837,2025-12-10,80+,Prefiero No Decirlo,Puerto Colombia,Ninguno,No Tiene,Tablet,Wifi,4,Neutral,Todos Los Dias,Ninguna,No Lo Usa,Ninguna,Ninguno,No,No Me Interesa,"Google Maps,Salud,Whatsapp",Redes Sociales,"Sabado,Jueves",Manana,2 Veces,1.5 Horas,21-40,Biblioteca,Grupo Grande,Ninguna,Solo Si Es Gratis,Familia,No
838,2025-11-28,40-49,Prefiero No Decirlo,Malambo,Bachillerato,No Tiene,Ninguno,Datos Moviles,2,Muy Incomodo,Nunca,"Whatsapp,Correo,Youtube","Tramites,Videos","Olvida Contrasenas,Ninguna",No Entender,No,Poco Util,"Correo,Whatsapp",Whatsapp,"Jueves,Viernes",Noche,Depende,45 Min,40+,Universidad,Grupo Grande,Audicion,No,Fundacion,No
839,2025-11-26,40-49,Prefiero No Decirlo,Galapa,Primaria,No Tiene,Computador,Wifi,3,Muy Comodo,Rara Vez,"Banca,Google Maps,Whatsapp","Tramites,No Lo Usa","Olvida Contrasenas,Ninguna",No Entender,No,Util,"Gobierno,Google Maps,Salud",Redes Sociales,"Lunes,Jueves,Viernes","Manana,Tarde",1 Vez,1.5 Horas,11-20,Barrio,Indiferente,Vista,Solo Si Es Gratis,Fundacion,No
840,2025-11-14,70-79,Femenino,Soledad,Tecnico/Tecnologo,No Tiene,Celular,No Tiene,1,Comodo,Rara Vez,"Banca,Youtube",Mensajes,Ninguna,Dañar Celular,Tal Vez,Muy Util,Salud,Salud,"Viernes,Sabado,Miercoles",Noche,3 Veces O Mas,30 Min,11-20,Biblioteca,Individual,Audicion,Solo Si Es Gratis,Fundacion,No
841,2025-12-08,50-59,Masculino,Soledad,Tecnico/Tecnologo,No Tiene,Computador,Wifi,3,Muy Comodo,Todos Los Dias,Google Maps,Mensajes,Miedo A Danar Celular,Perder Dinero,Tal Vez,No Me Interesa,"Banca,Google Maps",Salud,"Miercoles,Lunes,Martes","Tarde,Noche",3 Veces O Mas,1.5 Horas,0-10,Biblioteca,Individual,Vista,No,Alcaldia,No
842,2025-12-06,40-49,Femenino,Galapa,Tecnico/Tecnologo,Celular Basico,Computador,No Tiene,3,Comodo,Todos Los Dias,Youtube,Tramites,Ninguna,Estafas,No,Util,"Whatsapp,Compras",Salud,"Lunes,Jueves","Manana,Noche",2 Veces,45 Min,11-20,Barrio,Grupo Grande,Memoria,No,Empresa Privada,No
